Concurso;Data_Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_Numeros;Ganhadores_14_Numeros;Ganhadores_13_Numeros;Ganhadores_12_Numeros;Ganhadores_11_Numeros;Valor_Rateio_15_Numeros;Valor_Rateio_14_Numeros;Valor_Rateio_13_Numeros;Valor_Rateio_12_Numeros;Valor_Rateio_11_Numeros;Acumulado_15_Numeros;Estimativa_Premio;Valor_Acumulado_Especial;Pares;Impares;N_Primos
1212;22/05/2015;01;02;03;05;06;07;08;09;10;15;16;17;18;20;24;0,00;4;372;16205;165259;1050365;0;0;0;0;0;0;0;0;8;7;5
1213;25/05/2015;02;03;05;06;07;08;09;10;14;17;18;20;23;24;25;0,00;6;296;14256;195972;1017995;0;0;0;0;0;0;0;0;8;7;6
1214;27/05/2015;01;02;03;04;05;07;08;09;13;14;18;19;20;21;23;0,00;2;475;15762;189378;989378;0;0;0;0;0;0;0;0;6;9;7
1215;29/05/2015;03;07;09;11;12;13;14;15;16;17;18;20;21;22;24;0,00;2;395;13594;192678;932594;0;0;0;0;0;0;0;0;7;8;5
1216;01/06/2015;01;02;03;07;10;12;14;15;17;18;20;21;22;23;24;0,00;1;427;15077;183099;976241;0;0;0;0;0;0;0;0;8;7;5
1217;03/06/2015;01;03;06;07;08;09;10;11;12;13;17;19;20;24;25;0,00;1;255;11493;158349;951456;0;0;0;0;0;0;0;0;6;9;6
1218;05/06/2015;01;02;03;04;05;07;09;10;11;13;14;18;20;21;23;0,00;1;621;24018;187786;928005;0;0;0;0;0;0;0;0;6;9;7
1219;08/06/2015;02;03;04;05;06;08;09;10;14;16;19;20;22;23;25;0,00;0;238;12527;159601;918817;0;0;0;0;0;0;0;0;9;6;5
1220;10/06/2015;02;03;04;05;06;07;09;13;14;17;18;19;20;23;25;0,00;4;473;20133;266061;1364338;0;0;0;0;0;0;0;0;6;9;8
1221;12/06/2015;02;03;04;06;09;10;12;14;15;18;19;21;22;23;24;0,00;2;565;17566;198564;1024426;0;0;0;0;0;0;0;0;9;6;4
1222;15/06/2015;01;02;03;04;05;08;09;10;11;13;15;17;20;22;24;0,00;5;523;18306;207989;1062637;0;0;0;0;0;0;0;0;7;8;6
1223;17/06/2015;02;06;07;08;09;10;13;14;16;17;18;20;21;22;23;0,00;1;247;10152;146636;871691;0;0;0;0;0;0;0;0;9;6;5
1224;19/06/2015;01;02;04;05;06;08;09;11;12;14;15;16;17;18;19;0,00;4;486;11599;147382;845017;0;0;0;0;0;0;0;0;8;7;5
1225;22/06/2015;02;03;05;07;11;13;14;15;17;18;20;21;23;24;25;0,00;2;693;22558;235272;1141021;0;0;0;0;0;0;0;0;5;10;8
1226;24/06/2015;01;03;05;07;08;10;11;14;15;17;19;21;22;23;24;0,00;3;645;17883;183335;851407;0;0;0;0;0;0;0;0;5;10;7
1227;26/06/2015;01;02;07;08;09;10;11;12;13;14;17;19;21;22;25;0,00;2;319;12279;163631;893202;0;0;0;0;0;0;0;0;6;9;6
1228;29/06/2015;01;02;03;04;06;07;09;10;12;13;17;20;22;23;24;0,00;2;388;15319;176317;943283;0;0;0;0;0;0;0;0;8;7;6
1229;01/07/2015;01;02;03;05;06;07;08;13;14;17;19;20;22;24;25;0,00;4;478;14740;178924;940954;0;0;0;0;0;0;0;0;7;8;7
1230;03/07/2015;01;02;03;05;06;07;08;10;11;12;13;17;18;19;21;0,00;1;404;14404;185410;1012230;0;0;0;0;0;0;0;0;6;9;8
1231;06/07/2015;01;03;04;05;07;08;12;13;15;16;18;20;21;22;25;0,00;2;634;17632;191333;982907;0;0;0;0;0;0;0;0;7;8;4
1232;08/07/2015;02;03;05;06;09;10;13;14;15;16;19;21;23;24;25;0,00;1;547;16521;192970;1001460;0;0;0;0;0;0;0;0;6;9;6
1233;10/07/2015;01;04;05;09;10;13;14;15;16;17;18;19;22;23;25;0,00;3;336;11052;143522;849020;0;0;0;0;0;0;0;0;6;9;5
1234;13/07/2015;01;02;05;08;09;10;14;16;17;18;19;20;21;24;25;0,00;1;241;9362;126274;811077;0;0;0;0;0;0;0;0;8;7;4
1235;15/07/2015;01;02;03;04;06;09;10;11;12;13;15;17;18;20;24;0,00;1;383;14044;181557;955029;0;0;0;0;0;0;0;0;8;7;5
1236;17/07/2015;01;02;03;05;06;07;09;10;11;12;13;17;19;23;25;0,00;9;783;27094;274509;1148788;0;0;0;0;0;0;0;0;4;11;9
1237;20/07/2015;03;05;06;07;08;09;10;12;13;14;18;21;22;24;25;0,00;1;279;10894;158272;930832;0;0;0;0;0;0;0;0;8;7;4
1238;22/07/2015;02;03;05;07;08;09;11;13;14;15;16;17;18;21;25;0,00;2;464;15927;200742;982100;0;0;0;0;0;0;0;0;5;10;7
1239;24/07/2015;05;06;08;09;10;11;12;13;14;15;16;18;20;22;24;0,00;2;395;15556;190547;892606;0;0;0;0;0;0;0;0;10;5;3
1240;27/07/2015;01;02;03;04;05;06;09;12;13;16;18;19;20;22;24;0,00;3;348;12563;167553;897961;0;0;0;0;0;0;0;0;9;6;5
1241;29/07/2015;01;04;05;08;09;10;11;12;13;15;17;20;22;24;25;0,00;1;432;18042;177847;916606;0;0;0;0;0;0;0;0;7;8;4
1242;31/07/2015;01;02;04;05;07;11;14;15;16;19;20;21;23;24;25;0,00;0;347;11868;156146;883027;0;0;0;0;0;0;0;0;6;9;6
1243;03/08/2015;01;02;04;05;06;08;12;13;14;15;16;17;22;24;25;0,00;2;527;18709;237141;1277542;0;0;0;0;0;0;0;0;9;6;4
1244;05/08/2015;01;03;05;07;09;10;11;12;13;16;17;19;21;23;25;0,00;37;5503;61942;299525;1066597;0;0;0;0;0;0;0;0;3;12;8
1245;07/08/2015;02;03;04;05;06;08;09;11;15;16;17;18;19;21;25;0,00;0;294;11311;161088;926795;0;0;0;0;0;0;0;0;6;9;6
1246;10/08/2015;01;04;07;08;09;10;12;13;16;17;18;19;22;24;25;0,00;2;427;19415;242849;1302608;0;0;0;0;0;0;0;0;8;7;4
1247;12/08/2015;02;03;07;08;09;11;15;16;17;18;19;20;23;24;25;0,00;1;382;12027;162180;984772;0;0;0;0;0;0;0;0;6;9;7
1248;14/08/2015;01;03;05;10;11;12;13;15;16;17;19;20;22;24;25;0,00;1;455;20424;220776;1070198;0;0;0;0;0;0;0;0;6;9;6
1249;17/08/2015;03;04;05;06;09;12;13;14;15;18;19;20;22;24;25;0,00;2;472;16553;199064;989845;0;0;0;0;0;0;0;0;8;7;4
1250;19/08/2015;02;03;04;05;07;09;10;14;15;17;18;19;20;24;25;0,00;3;510;19444;209582;1002547;0;0;0;0;0;0;0;0;7;8;6
1251;21/08/2015;02;06;07;08;09;10;14;15;16;17;19;20;21;23;25;0,00;1;224;9577;141185;837669;0;0;0;0;0;0;0;0;7;8;5
1252;24/08/2015;01;03;04;05;06;08;09;10;11;12;15;20;21;23;24;0,00;1;375;11175;152089;929122;0;0;0;0;0;0;0;0;7;8;4
1253;26/08/2015;01;02;03;05;06;07;11;15;16;18;20;22;23;24;25;0,00;0;253;12239;164580;894846;0;0;0;0;0;0;0;0;7;8;6
1254;28/08/2015;02;03;08;09;11;12;14;15;16;17;18;20;21;22;23;0,00;3;367;14308;182896;1053314;0;0;0;0;0;0;0;0;8;7;5
1255;08/09/2015;01;02;04;06;07;09;10;13;14;16;18;20;21;23;25;0,00;51;9354;222527;2225323;10900909;0;0;0;0;0;0;0;0;8;7;4
1256;09/09/2015;01;02;06;08;10;11;12;13;14;15;16;18;19;22;23;0,00;0;223;8037;105232;618173;0;0;0;0;0;0;0;0;9;6;5
1257;11/09/2015;01;02;05;06;08;10;11;12;13;14;16;19;20;22;25;0,00;4;634;21929;273385;1328846;0;0;0;0;0;0;0;0;9;6;5
1258;14/09/2015;02;03;04;05;06;08;09;10;12;13;14;20;21;23;25;0,00;3;386;16797;209024;1186826;0;0;0;0;0;0;0;0;8;7;5
1259;16/09/2015;02;05;08;09;10;13;14;16;17;18;19;20;22;23;25;0,00;2;363;15235;201614;1088500;0;0;0;0;0;0;0;0;8;7;6
1260;18/09/2015;01;02;03;04;05;06;07;11;14;15;17;18;20;22;24;0,00;3;334;13269;183007;1004074;0;0;0;0;0;0;0;0;8;7;6
1261;21/09/2015;01;04;05;07;10;12;15;16;17;18;19;20;21;22;25;0,00;1;272;11056;151109;891056;0;0;0;0;0;0;0;0;7;8;4
1262;23/09/2015;01;03;04;06;08;11;12;13;16;17;20;21;22;23;24;0,00;2;337;12770;157691;842398;0;0;0;0;0;0;0;0;8;7;5
1263;25/09/2015;03;04;05;08;09;10;11;12;13;16;18;20;22;23;25;0,00;5;643;17315;194684;1073068;0;0;0;0;0;0;0;0;8;7;5
1264;28/09/2015;01;04;05;08;10;11;12;14;17;18;21;22;23;24;25;0,00;3;378;12578;162749;924533;0;0;0;0;0;0;0;0;8;7;4
1265;30/09/2015;01;02;03;04;07;11;13;14;15;16;19;22;23;24;25;0,00;1;297;11910;184095;959356;0;0;0;0;0;0;0;0;6;9;7
1266;02/10/2015;01;02;03;05;06;08;09;10;11;13;14;15;20;23;24;0,00;2;454;16170;238824;1116837;0;0;0;0;0;0;0;0;7;8;6
1267;05/10/2015;02;03;05;06;07;09;11;12;13;15;16;17;18;22;25;0,00;2;533;19030;208706;1064610;0;0;0;0;0;0;0;0;6;9;7
1268;07/10/2015;01;02;03;06;07;08;11;12;13;15;17;18;21;22;24;0,00;7;621;24660;187595;985666;0;0;0;0;0;0;0;0;7;8;6
1269;09/10/2015;01;04;05;07;08;11;13;14;16;17;18;20;21;22;23;0,00;1;469;15880;176812;969283;0;0;0;0;0;0;0;0;7;8;6
1270;13/10/2015;01;02;03;04;05;06;08;09;10;11;13;20;21;23;25;0,00;1;459;18700;205601;869796;0;0;0;0;0;0;0;0;6;9;6
1271;14/10/2015;01;02;04;06;08;09;11;12;13;14;17;18;23;24;25;0,00;4;439;12582;142019;728852;0;0;0;0;0;0;0;0;8;7;5
1272;16/10/2015;01;04;07;09;10;14;15;17;18;19;20;21;23;24;25;0,00;2;440;16416;190731;1001427;0;0;0;0;0;0;0;0;6;9;4
1273;19/10/2015;01;03;05;06;08;11;12;13;14;15;18;19;20;22;24;0,00;2;404;14558;182126;916304;0;0;0;0;0;0;0;0;8;7;5
1274;21/10/2015;01;03;07;08;10;11;12;13;14;15;18;19;20;22;25;0,00;0;323;13275;185789;985133;0;0;0;0;0;0;0;0;7;8;5
1275;23/10/2015;03;06;07;08;10;11;13;14;15;16;17;18;20;23;25;0,00;3;525;18024;280524;1258389;0;0;0;0;0;0;0;0;7;8;6
1276;26/10/2015;01;03;05;07;10;12;14;15;16;18;19;21;22;23;24;0,00;6;700;17743;178183;873576;0;0;0;0;0;0;0;0;7;8;5
1277;28/10/2015;01;02;03;04;06;09;10;12;13;15;17;18;21;22;25;0,00;3;436;14412;161841;889803;0;0;0;0;0;0;0;0;7;8;4
1278;30/10/2015;04;06;07;09;10;12;15;16;17;18;19;20;21;22;24;0,00;2;235;10251;147529;825699;0;0;0;0;0;0;0;0;9;6;3
1279;03/11/2015;01;03;04;07;08;09;11;12;13;14;16;18;19;21;23;0,00;2;602;16860;166190;815035;0;0;0;0;0;0;0;0;6;9;6
1280;04/11/2015;01;03;04;05;07;09;11;14;15;17;19;22;23;24;25;0,00;3;732;22053;185161;788629;0;0;0;0;0;0;0;0;4;11;7
1281;06/11/2015;01;03;05;06;08;09;12;13;15;19;21;22;23;24;25;0,00;3;574;18293;211250;1095099;0;0;0;0;0;0;0;0;5;10;5
1282;09/11/2015;05;06;07;09;10;11;12;14;17;19;20;21;22;23;25;0,00;1;325;12960;156471;867838;0;0;0;0;0;0;0;0;6;9;6
1283;11/11/2015;02;06;07;08;09;10;11;12;13;15;16;17;18;22;23;0,00;1;266;10748;172498;916702;0;0;0;0;0;0;0;0;8;7;6
1284;13/11/2015;02;04;05;07;08;10;11;13;16;17;18;20;22;23;25;0,00;8;1162;24794;233378;1040955;0;0;0;0;0;0;0;0;8;7;7
1285;16/11/2015;01;02;06;07;10;11;12;15;16;17;18;20;22;24;25;0,00;2;449;15313;163114;886921;0;0;0;0;0;0;0;0;9;6;4
1286;18/11/2015;01;03;04;05;07;10;11;12;16;17;19;20;21;23;25;0,00;3;409;16971;191442;945015;0;0;0;0;0;0;0;0;5;10;7
1287;20/11/2015;03;04;05;06;09;11;13;17;18;19;21;22;23;24;25;0,00;1;334;11588;157399;860308;0;0;0;0;0;0;0;0;5;10;7
1288;23/11/2015;01;02;05;09;10;13;15;16;17;18;19;20;23;24;25;0,00;1;414;12290;162657;963605;0;0;0;0;0;0;0;0;6;9;6
1289;25/11/2015;01;02;05;07;08;11;13;15;16;17;18;20;22;24;25;0,00;10;997;25859;242801;1040478;0;0;0;0;0;0;0;0;7;8;6
1290;27/11/2015;01;03;04;05;06;11;13;14;16;19;20;21;22;23;25;0,00;0;255;11112;147112;892183;0;0;0;0;0;0;0;0;6;9;6
1291;30/11/2015;01;06;07;08;10;11;12;13;15;16;18;19;20;21;24;0,00;0;360;14360;208756;1175327;0;0;0;0;0;0;0;0;8;7;4
1292;02/12/2015;01;02;03;07;08;10;11;14;15;17;19;22;23;24;25;0,00;5;981;31464;350049;1780845;0;0;0;0;0;0;0;0;6;9;7
1293;04/12/2015;01;02;07;08;09;10;11;12;13;15;17;18;20;22;24;0,00;5;835;24797;278959;1225827;0;0;0;0;0;0;0;0;8;7;5
1294;07/12/2015;02;05;06;07;08;10;11;12;13;14;16;18;20;23;25;0,00;2;499;20787;233089;1109506;0;0;0;0;0;0;0;0;9;6;6
1295;09/12/2015;03;06;09;10;11;12;13;14;15;17;18;19;23;24;25;0,00;2;362;13635;171675;1048874;0;0;0;0;0;0;0;0;6;9;6
1296;11/12/2015;05;07;09;10;11;14;15;16;17;18;19;20;21;23;25;0,00;1;415;16444;226130;1115664;0;0;0;0;0;0;0;0;5;10;6
1297;14/12/2015;01;02;05;06;07;08;09;10;11;12;16;17;18;19;22;0,00;4;302;9936;145129;863204;0;0;0;0;0;0;0;0;8;7;6
1298;16/12/2015;02;03;04;06;07;09;12;17;18;20;21;22;23;24;25;0,00;2;355;13576;168410;938535;0;0;0;0;0;0;0;0;8;7;5
1299;18/12/2015;01;03;05;07;08;11;13;17;18;19;20;21;22;23;25;0,00;2;736;35627;277123;1211505;0;0;0;0;0;0;0;0;4;11;8
1300;21/12/2015;02;06;07;09;10;11;12;13;14;15;18;20;23;24;25;0,00;2;335;13345;188431;1025521;0;0;0;0;0;0;0;0;8;7;5
1301;23/12/2015;01;02;03;04;06;07;09;10;14;16;17;19;22;24;25;0,00;1;282;13355;165552;892009;0;0;0;0;0;0;0;0;8;7;5
1302;26/12/2015;03;04;06;09;11;12;13;14;15;16;17;18;20;22;25;0,00;2;127;5639;80419;501657;0;0;0;0;0;0;0;0;8;7;4
1303;28/12/2015;01;05;08;09;10;11;13;14;15;16;18;19;20;22;23;0,00;3;334;11666;150905;831540;0;0;0;0;0;0;0;0;7;8;5
1304;30/12/2015;01;02;03;07;08;10;11;13;14;17;18;19;20;21;25;0,00;3;500;17101;208067;1032067;0;0;0;0;0;0;0;0;6;9;7
1305;02/01/2016;02;03;04;05;06;07;08;11;12;13;15;17;20;23;25;0,00;0;151;5886;80509;468054;0;0;0;0;0;0;0;0;6;9;8
1306;04/01/2016;01;02;05;06;07;09;12;13;14;15;18;19;20;22;23;0,00;0;341;11700;139163;788411;0;0;0;0;0;0;0;0;7;8;6
1307;06/01/2016;03;04;06;08;09;10;12;13;14;15;16;18;20;21;23;0,00;1;654;22954;262771;1349431;0;0;0;0;0;0;0;0;9;6;3
1308;08/01/2016;03;05;06;07;08;09;11;14;16;17;19;20;22;23;25;0,00;1;385;13798;174497;965452;0;0;0;0;0;0;0;0;6;9;7
1309;11/01/2016;02;04;05;06;08;10;12;13;14;16;18;19;20;24;25;0,00;4;1688;30175;222792;942705;0;0;0;0;0;0;0;0;11;4;4
1310;13/01/2016;01;02;03;04;05;07;08;10;11;15;17;18;19;21;23;0,00;2;391;17284;220783;1084752;0;0;0;0;0;0;0;0;5;10;8
1311;15/01/2016;02;03;05;06;08;10;11;12;14;15;17;18;20;23;25;0,00;9;1343;27888;254533;1100353;0;0;0;0;0;0;0;0;8;7;6
1312;18/01/2016;01;02;04;05;06;07;09;11;13;18;19;20;23;24;25;0,00;5;484;15880;192710;1046100;0;0;0;0;0;0;0;0;6;9;7
1313;20/01/2016;01;04;08;10;11;13;15;16;17;20;21;22;23;24;25;0,00;4;518;16303;182920;969011;0;0;0;0;0;0;0;0;7;8;4
1314;22/01/2016;03;05;08;09;10;11;14;15;16;18;19;21;22;24;25;0,00;2;464;15387;178274;973988;0;0;0;0;0;0;0;0;7;8;4
1315;25/01/2016;01;02;03;04;05;08;10;11;12;14;16;18;19;23;25;0,00;5;453;14800;171672;917120;0;0;0;0;0;0;0;0;8;7;6
1316;27/01/2016;01;02;03;04;05;06;11;12;15;17;19;20;23;24;25;0,00;2;298;11061;151994;903039;0;0;0;0;0;0;0;0;6;9;7
1317;29/01/2016;01;03;05;07;08;09;10;11;14;16;20;22;23;24;25;0,00;3;352;14678;189962;1003541;0;0;0;0;0;0;0;0;7;8;5
1318;01/02/2016;01;02;03;04;06;07;08;09;12;13;14;15;17;20;23;0,00;4;349;12941;195443;937575;0;0;0;0;0;0;0;0;7;8;6
1319;03/02/2016;03;05;06;08;09;10;11;13;14;15;17;19;22;23;25;0,00;12;1044;25624;248998;1149055;0;0;0;0;0;0;0;0;5;10;7
1320;05/02/2016;02;03;04;05;09;11;12;13;15;16;17;21;22;23;25;0,00;3;235;11172;180873;992435;0;0;0;0;0;0;0;0;5;10;7
1321;10/02/2016;02;03;04;06;07;09;10;11;13;14;18;19;20;23;24;0,00;3;466;14949;178223;875280;0;0;0;0;0;0;0;0;8;7;7
1322;12/02/2016;01;02;06;07;08;09;11;13;15;16;17;18;21;24;25;0,00;3;421;12926;169900;976924;0;0;0;0;0;0;0;0;6;9;5
1323;15/02/2016;01;04;05;06;09;10;11;13;14;17;19;20;21;22;23;0,00;7;497;14238;171286;905305;0;0;0;0;0;0;0;0;6;9;6
1324;17/02/2016;01;04;05;06;07;08;10;11;13;17;18;19;21;24;25;0,00;2;381;13771;169561;951848;0;0;0;0;0;0;0;0;6;9;6
1325;19/02/2016;02;03;05;06;07;09;10;14;15;16;18;19;20;21;25;0,00;1;289;12989;170153;911362;0;0;0;0;0;0;0;0;7;8;5
1326;22/02/2016;01;03;04;06;08;09;10;17;18;19;20;21;22;24;25;0,00;0;193;8671;125305;800309;0;0;0;0;0;0;0;0;8;7;3
1327;24/02/2016;01;03;04;05;07;10;13;14;16;17;18;20;22;23;25;0,00;3;658;21376;248368;1276329;0;0;0;0;0;0;0;0;7;8;6
1328;26/02/2016;02;05;06;08;09;10;13;15;16;17;21;22;23;24;25;0,00;1;319;11217;155678;927499;0;0;0;0;0;0;0;0;7;8;5
1329;29/02/2016;02;03;04;05;07;10;11;13;15;16;18;22;23;24;25;0,00;4;451;19474;213125;1041507;0;0;0;0;0;0;0;0;7;8;7
1330;02/03/2016;04;05;07;10;12;13;16;17;18;19;20;22;23;24;25;0,00;0;311;11888;176864;974352;0;0;0;0;0;0;0;0;8;7;6
1331;04/03/2016;01;02;03;05;06;07;10;11;14;15;16;18;23;24;25;0,00;6;657;22922;261924;1382391;0;0;0;0;0;0;0;0;7;8;6
1332;07/03/2016;01;04;05;06;08;11;12;13;14;15;16;18;20;21;24;0,00;1;345;13581;175074;934638;0;0;0;0;0;0;0;0;9;6;3
1333;09/03/2016;03;04;05;07;08;09;10;11;12;14;17;18;20;22;24;0,00;3;638;19203;201852;1013563;0;0;0;0;0;0;0;0;9;6;5
1334;11/03/2016;03;04;06;07;09;10;11;13;15;16;17;18;19;21;22;0,00;1;380;14411;174810;963437;0;0;0;0;0;0;0;0;6;9;6
1335;14/03/2016;01;03;04;06;07;09;10;11;13;16;17;18;23;24;25;0,00;10;914;20428;209721;1089847;0;0;0;0;0;0;0;0;6;9;6
1336;16/03/2016;06;08;09;10;11;12;13;14;15;17;18;19;20;22;24;0,00;1;410;20608;152330;892353;0;0;0;0;0;0;0;0;9;6;4
1337;18/03/2016;01;03;05;06;08;09;10;12;13;15;16;19;21;23;25;0,00;22;2099;32325;268595;1042702;0;0;0;0;0;0;0;0;5;10;5
1338;21/03/2016;01;02;03;04;06;07;10;11;12;13;14;15;16;17;19;0,00;2;379;11675;159727;796478;0;0;0;0;0;0;0;0;7;8;7
1339;23/03/2016;02;03;04;05;06;07;08;11;13;14;16;20;21;23;24;0,00;0;260;11804;148640;872706;0;0;0;0;0;0;0;0;8;7;7
1340;26/03/2016;01;02;04;05;07;09;10;12;13;14;16;17;18;19;22;0,00;3;408;15710;184855;974772;0;0;0;0;0;0;0;0;8;7;6
1341;28/03/2016;01;03;04;08;09;10;13;14;15;16;17;20;21;23;24;0,00;2;325;9960;125066;684496;0;0;0;0;0;0;0;0;7;8;4
1342;30/03/2016;01;02;03;05;09;10;11;12;13;15;20;21;23;24;25;0,00;1;457;15279;214667;1050535;0;0;0;0;0;0;0;0;5;10;6
1343;01/04/2016;02;04;05;09;10;11;13;14;15;16;17;19;21;23;24;0,00;2;694;18630;194539;989795;0;0;0;0;0;0;0;0;6;9;7
1344;04/04/2016;02;04;06;07;08;10;11;12;13;17;18;21;23;24;25;0,00;4;396;15962;190307;986811;0;0;0;0;0;0;0;0;8;7;6
1345;06/04/2016;01;03;07;08;09;10;11;14;15;17;19;21;22;24;25;0,00;2;439;18907;204196;1020974;0;0;0;0;0;0;0;0;5;10;5
1346;08/04/2016;02;03;05;07;08;10;11;14;15;18;19;20;21;23;25;0,00;8;856;23217;243097;1158977;0;0;0;0;0;0;0;0;6;9;7
1347;11/04/2016;01;03;05;06;07;08;10;12;13;14;17;18;20;23;24;0,00;2;638;19581;203590;1021405;0;0;0;0;0;0;0;0;8;7;6
1348;13/04/2016;01;02;06;07;08;09;10;14;15;18;20;21;22;24;25;0,00;2;218;8405;127862;842578;0;0;0;0;0;0;0;0;9;6;2
1349;15/04/2016;02;03;04;05;06;07;08;12;14;16;18;19;21;24;25;0,00;3;389;12988;161542;876018;0;0;0;0;0;0;0;0;9;6;5
1350;18/04/2016;01;05;06;08;09;11;12;13;14;16;18;19;20;21;23;0,00;1;335;12967;162153;883131;0;0;0;0;0;0;0;0;7;8;5
1351;20/04/2016;02;04;06;07;10;11;13;17;19;20;21;22;23;24;25;0,00;3;550;17889;197896;948466;0;0;0;0;0;0;0;0;7;8;7
1352;22/04/2016;06;08;10;11;12;13;14;15;16;19;20;21;23;24;25;0,00;2;283;9882;138706;744154;0;0;0;0;0;0;0;0;8;7;4
1353;25/04/2016;03;05;07;08;09;10;11;12;14;18;21;22;23;24;25;0,00;1;284;12573;169011;912056;0;0;0;0;0;0;0;0;7;8;5
1354;27/04/2016;01;02;03;05;07;09;11;12;13;14;15;18;20;21;24;0,00;1;398;14350;177710;938810;0;0;0;0;0;0;0;0;6;9;6
1355;29/04/2016;01;02;03;04;06;07;08;11;15;16;18;20;21;22;24;0,00;0;267;11480;150557;823633;0;0;0;0;0;0;0;0;9;6;4
1356;02/05/2016;03;04;06;08;09;10;11;12;13;14;15;16;17;19;20;0,00;2;703;30330;219973;1206589;0;0;0;0;0;0;0;0;8;7;5
1357;04/05/2016;03;07;08;09;10;11;12;13;15;17;18;20;21;22;23;0,00;4;489;16907;221212;1112080;0;0;0;0;0;0;0;0;6;9;6
1358;06/05/2016;01;02;03;04;06;08;09;13;15;17;18;19;20;22;23;0,00;0;324;14569;181256;1006184;0;0;0;0;0;0;0;0;7;8;6
1359;09/05/2016;03;05;07;08;09;11;13;14;15;16;17;18;20;21;23;0,00;11;1007;32025;348930;1521253;0;0;0;0;0;0;0;0;5;10;7
1360;11/05/2016;01;02;03;04;05;06;08;10;11;12;14;18;20;23;24;0,00;2;481;20039;221298;1083809;0;0;0;0;0;0;0;0;10;5;5
1361;13/05/2016;01;04;05;11;12;13;14;15;16;17;18;19;20;23;25;0,00;5;319;11848;140601;841540;0;0;0;0;0;0;0;0;6;9;6
1362;16/05/2016;01;03;04;06;09;10;11;12;13;16;21;22;23;24;25;0,00;2;325;11719;155593;884422;0;0;0;0;0;0;0;0;7;8;4
1363;18/05/2016;05;07;09;10;12;13;14;15;16;17;19;20;21;22;23;0,00;3;421;15246;180410;977211;0;0;0;0;0;0;0;0;6;9;6
1364;20/05/2016;01;06;09;10;11;12;13;15;16;17;18;20;22;24;25;0,00;3;320;13872;176891;983528;0;0;0;0;0;0;0;0;8;7;3
1365;23/05/2016;02;03;06;09;10;12;14;15;19;20;21;22;23;24;25;0,00;1;419;13246;155263;882556;0;0;0;0;0;0;0;0;8;7;4
1366;25/05/2016;04;08;09;10;11;12;13;14;15;16;17;21;22;24;25;0,00;2;327;10541;135701;841569;0;0;0;0;0;0;0;0;8;7;3
1367;27/05/2016;02;03;04;05;06;07;09;14;15;16;17;18;20;23;24;0,00;0;245;9616;130964;704946;0;0;0;0;0;0;0;0;8;7;6
1368;30/05/2016;05;07;08;10;11;12;14;16;18;19;20;22;23;24;25;0,00;6;597;19780;239981;1224623;0;0;0;0;0;0;0;0;9;6;5
1369;01/06/2016;03;04;05;09;10;11;12;13;14;16;17;18;21;22;24;0,00;2;354;12730;162960;898567;0;0;0;0;0;0;0;0;8;7;5
1370;03/06/2016;02;04;05;07;08;11;13;14;17;18;20;21;22;24;25;0,00;10;967;20770;202339;987659;0;0;0;0;0;0;0;0;8;7;6
1371;06/06/2016;03;04;05;07;13;15;17;18;19;20;21;22;23;24;25;0,00;1;457;14999;196143;1062956;0;0;0;0;0;0;0;0;5;10;7
1372;08/06/2016;01;02;03;05;07;09;10;13;15;16;17;18;21;23;25;0,00;8;827;33136;283116;1161896;0;0;0;0;0;0;0;0;4;11;7
1373;10/06/2016;01;02;03;04;05;06;07;08;12;17;18;20;21;23;24;0,00;1;299;11758;159675;910610;0;0;0;0;0;0;0;0;8;7;6
1374;13/06/2016;02;03;04;05;06;09;10;14;15;16;19;20;21;23;25;0,00;4;415;15294;164357;867983;0;0;0;0;0;0;0;0;7;8;5
1375;15/06/2016;01;05;06;09;10;11;14;15;16;18;20;22;23;24;25;0,00;4;547;16358;194314;945561;0;0;0;0;0;0;0;0;8;7;3
1376;17/06/2016;01;03;04;05;06;12;13;14;15;16;18;19;20;22;24;0,00;1;283;11980;151311;848045;0;0;0;0;0;0;0;0;9;6;4
1377;20/06/2016;01;05;06;08;09;10;12;13;15;17;19;20;21;22;25;0,00;4;526;16628;183159;930239;0;0;0;0;0;0;0;0;6;9;4
1378;22/06/2016;01;02;03;06;08;10;12;13;17;19;20;21;23;24;25;0,00;2;533;16161;181979;930839;0;0;0;0;0;0;0;0;7;8;6
1379;24/06/2016;01;02;04;05;07;08;09;10;12;14;15;17;18;21;22;0,00;1;327;11826;141029;773085;0;0;0;0;0;0;0;0;8;7;4
1380;27/06/2016;03;04;05;06;08;11;12;14;15;16;17;21;22;24;25;0,00;0;313;9843;130028;758455;0;0;0;0;0;0;0;0;8;7;4
1381;29/06/2016;01;04;06;08;09;10;12;13;14;16;17;18;19;21;25;0,00;0;337;14696;187918;1087939;0;0;0;0;0;0;0;0;8;7;3
1382;01/07/2016;01;06;10;12;13;14;15;16;17;18;19;20;21;22;24;0,00;3;528;22525;311719;1565243;0;0;0;0;0;0;0;0;9;6;3
1383;04/07/2016;02;06;07;08;09;13;14;15;16;17;20;21;22;24;25;0,00;2;275;10838;149604;896966;0;0;0;0;0;0;0;0;8;7;4
